	ACCN	#of members	final_clus_rep
75231	YP_009787996.1	123	7OZ4_A
79880	YP_009810799.1	123	1AM7_A
636	6B1T_U	123	6B1T_U
12309	YP_002014513.1	123	YP_002014513.1
30239	YP_008004204.1	123	6I28_A
33588	YP_008409051.1	123	YP_008409051.1
104175	YP_010582799.1	122	YP_010582799.1
44394	YP_009147629.1	122	YP_009147629.1
16659	YP_004063776.1	122	YP_004063776.1
34320	YP_008531068.1	122	YP_008531068.1
33655	YP_008410197.1	122	YP_008410197.1
87104	YP_009850254.1	122	YP_009850254.1
54332	YP_009238501.1	122	YP_009238501.1
64826	YP_009508446.1	122	YP_009508446.1
50660	YP_009211640.1	122	YP_009211640.1
77103	YP_009798103.1	121	YP_009798103.1
84289	YP_009836889.1	121	YP_009836889.1
23683	YP_006987824.1	121	YP_006987824.1
77420	YP_009799935.1	121	YP_009799935.1
2656	NP_056895.1	121	4PH1_A
108007	YP_010664531.1	121	tr_A0A1L4BLX9_A0A1L4BLX9_9CAUD
7879	YP_001285330.1	121	YP_001285330.1
98236	YP_010105051.1	121	YP_010105051.1
15329	YP_003934720.1	121	YP_003934720.1
820	6WH3_1	120	6WH3_1
97146	YP_010090934.1	120	YP_010090934.1
49485	YP_009200481.1	120	YP_009200481.1
5915	NP_835619.1	120	NP_835619.1
6175	NP_858987.1	120	NP_858987.1
5794	NP_818369.1	120	NP_818369.1
81674	YP_009819470.1	120	YP_009819470.1
38596	YP_009021647.1	120	YP_009021647.1
75170	YP_009787298.1	120	YP_009787298.1
81173	YP_009816930.1	120	YP_009816930.1
52855	YP_009222324.1	120	YP_009222324.1
16686	YP_004123883.1	120	YP_004123883.1
4952	NP_666560.1	120	3F2E_A
15325	YP_003934652.1	120	YP_003934652.1
12473	YP_002128444.1	119	YP_002128444.1
38155	YP_009016220.1	119	YP_009016220.1
1418	NP_041870.2	119	NP_041870.2
75983	YP_009792646.1	119	YP_009792646.1
23386	YP_006908627.1	119	YP_006908627.1
72546	YP_009637490.1	119	YP_009637490.1
97671	YP_010095469.1	119	YP_010095469.1
30415	YP_008051801.1	119	YP_008051801.1
38764	YP_009030706.1	119	YP_009030706.1
72081	YP_009624278.1	119	YP_009624278.1
94049	YP_010056465.1	119	YP_010056465.1
77332	YP_009799512.1	119	YP_009799512.1
90155	YP_009900868.1	119	YP_009900868.1
67026	YP_009596404.1	118	YP_009596404.1
95014	YP_010072950.1	118	YP_010072950.1
49856	YP_009202851.1	118	YP_009202851.1
59108	YP_009323406.1	118	YP_009323406.1
41498	YP_009102317.1	118	YP_009102317.1
85576	YP_009844105.1	118	YP_009844105.1
18548	YP_004508627.1	118	1FVI_A
39272	YP_009037494.1	118	YP_009037494.1
35066	YP_008858570.1	118	YP_008858570.1
85696	YP_009844294.1	118	YP_009844294.1
42301	YP_009113222.1	118	YP_009113222.1
90154	YP_009900866.1	117	YP_009900866.1
95935	YP_010083920.1	117	4V5I_A0
42298	YP_009113121.1	117	YP_009113121.1
5550	NP_817342.1	117	NP_817342.1
95019	YP_010073833.1	117	5VF3_Z
48573	YP_009191631.1	117	7YFZ_A
9983	YP_001469238.1	117	YP_001469238.1
39274	YP_009037533.1	117	YP_009037533.1
30343	YP_008050844.1	117	YP_008050844.1
92391	YP_009997114.1	117	YP_009997114.1
76606	YP_009796790.1	117	YP_009796790.1
110139	YP_010672090.1	116	YP_010672090.1
39276	YP_009037589.1	116	YP_009037589.1
55785	YP_009276413.1	116	YP_009276413.1
34313	YP_008531027.1	116	YP_008531027.1
3121	NP_075291.1	116	NP_075291.1
3118	NP_075274.1	116	NP_075274.1
22972	YP_006906383.1	116	7ZHJ_b
93553	YP_010051013.1	116	YP_010051013.1
92148	YP_009977106.1	116	YP_009977106.1
112470	YP_010682900.1	116	YP_010682900.1
51972	YP_009219052.1	116	YP_009219052.1
83109	YP_009830517.1	116	YP_009830517.1
3122	NP_075309.1	115	NP_075309.1
107880	YP_010663848.1	115	tr_A0A1L4BLW7_A0A1L4BLW7_9CAUD
37330	YP_009012312.1	115	YP_009012312.1
77560	YP_009800315.1	115	7ZHJ_e
77557	YP_009800308.1	115	5HMM_A
45106	YP_009152668.1	115	YP_009152668.1
31879	YP_008125986.1	115	YP_008125986.1
90199	YP_009902771.1	115	YP_009902771.1
105302	YP_010649930.1	114	YP_010649930.1
32259	YP_008130341.1	114	YP_008130341.1
36033	YP_009004775.1	114	YP_009004775.1
54073	YP_009227256.1	114	1E2H_A
49396	YP_009199556.1	114	YP_009199556.1
1166	NP_037581.1	114	NP_037581.1
12262	YP_002003798.1	114	YP_002003798.1
10729	YP_001504317.1	114	YP_001504317.1
95001	YP_010069639.1	114	YP_010069639.1
37188	YP_009011322.1	114	YP_009011322.1
112480	YP_010683260.1	114	YP_010683260.1
92850	YP_010001067.1	113	YP_010001067.1
5602	NP_817564.1	113	NP_817564.1
18248	YP_004415161.1	113	YP_004415161.1
107032	YP_010659739.1	113	YP_010659739.1
10030	YP_001491584.1	113	YP_001491584.1
27364	YP_007349196.1	113	YP_007349196.1
55503	YP_009274904.1	113	YP_009274904.1
6392	NP_891660.1	113	NP_891660.1
9646	YP_001468528.1	113	YP_001468528.1
37460	YP_009013659.1	113	YP_009013659.1
114851	YP_195051.2	113	YP_195051.2
95347	YP_010079302.1	113	6DT7_A
5171	NP_733877.1	113	3N4P_A
15275	YP_003858566.1	113	YP_003858566.1
108495	YP_010667018.1	112	YP_010667018.1
577	5V5O_A	112	5V5O_A
2760	NP_062444.1	112	1AVP_A
77428	YP_009799977.1	112	YP_009799977.1
97446	YP_010093493.1	112	YP_010093493.1
81141	YP_009816844.1	112	YP_009816844.1
18085	YP_004327310.1	112	YP_004327310.1
91901	YP_009961241.1	112	YP_009961241.1
16370	YP_004009930.1	112	YP_004009930.1
63649	YP_009480618.1	112	2OWQ_A
113457	YP_010747412.1	112	1CLW_A
9649	YP_001468546.1	111	YP_001468546.1
15049	YP_003734360.1	111	YP_003734360.1
110257	YP_010672556.1	111	YP_010672556.1
31942	YP_008126064.1	111	YP_008126064.1
92243	YP_009981844.1	111	YP_009981844.1
9638	YP_001468478.1	111	YP_001468478.1
65908	YP_009591496.1	111	YP_009591496.1
92529	YP_009997724.1	111	6XGR_A
75874	YP_009791943.1	111	YP_009791943.1
6821	NP_944800.1	110	NP_944800.1
65385	YP_009552584.1	110	YP_009552584.1
68162	YP_009601007.1	110	YP_009601007.1
77272	YP_009799019.1	110	2VBE_A
49940	YP_009203803.1	110	YP_009203803.1
77333	YP_009799515.1	110	YP_009799515.1
37251	YP_009011993.1	110	YP_009011993.1
110605	YP_010675176.1	110	YP_010675176.1
92387	YP_009997103.1	110	YP_009997103.1
2440	NP_049699.1	110	NP_049699.1
89746	YP_009884387.1	110	YP_009884387.1
1879	NP_046713.1	110	NP_046713.1
70311	YP_009613996.1	110	YP_009613996.1
86753	YP_009848742.1	110	7ZLV_h
17130	YP_004300981.1	110	YP_004300981.1
117955	YP_803125.1	109	YP_803125.1
12131	YP_001994500.1	109	YP_001994500.1
61686	YP_009361519.1	109	YP_009361519.1
15054	YP_003734402.1	109	YP_003734402.1
2442	NP_049717.1	109	6PSK_R
27957	YP_007501243.1	109	YP_007501243.1
48137	YP_009188560.1	109	YP_009188560.1
105213	YP_010649751.1	109	1G5B_A
112234	YP_010680689.1	108	YP_010680689.1
34871	YP_008853781.1	108	YP_008853781.1
97027	YP_010089979.1	108	YP_010089979.1
107165	YP_010660290.1	108	YP_010660290.1
96404	YP_010085877.1	108	7LUF_A
75877	YP_009791958.1	108	YP_009791958.1
10906	YP_001604182.1	108	YP_001604182.1
95005	YP_010070503.1	108	YP_010070503.1
11329	YP_001700541.1	108	YP_001700541.1
94228	YP_010058860.1	108	YP_010058860.1
100614	YP_010246498.1	108	YP_010246498.1
57746	YP_009302074.1	107	YP_009302074.1
24244	YP_007002221.1	107	YP_007002221.1
94996	YP_010065846.1	107	YP_010065846.1
91902	YP_009961707.1	107	YP_009961707.1
71442	YP_009620877.1	107	YP_009620877.1
100594	YP_010246426.1	107	YP_010246426.1
54064	YP_009227208.1	107	5U4W_H
18958	YP_004782499.1	107	YP_004782499.1
72545	YP_009637478.1	107	YP_009637478.1
31985	YP_008126301.1	106	YP_008126301.1
104227	YP_010598162.1	106	YP_010598162.1
11819	YP_001950229.1	106	7NBV_A
874	7D7S_B	106	7D7S_B
67957	YP_009600224.1	106	7FH4_A
6284	NP_861728.1	106	NP_861728.1
79188	YP_009809102.1	106	YP_009809102.1
41190	YP_009100041.1	106	tr_A0A1L4BLZ9_A0A1L4BLZ9_9CAUD
29876	YP_007877529.1	106	YP_007877529.1
77828	YP_009801737.1	106	YP_009801737.1
23687	YP_006987868.1	105	YP_006987868.1
26599	YP_007112440.1	105	7LZJ_A
56585	YP_009283990.1	105	6IAB_A
91783	YP_009954755.1	105	YP_009954755.1
113476	YP_010748409.1	105	YP_010748409.1
92066	YP_009965262.1	105	YP_009965262.1
50215	YP_009207778.1	105	tr_A0A1L4BM07_A0A1L4BM07_9CAUD
49416	YP_009199763.1	105	YP_009199763.1
93265	YP_010037912.1	105	tr_A0A1L4BLZ6_A0A1L4BLZ6_9CAUD
30477	YP_008052417.1	105	YP_008052417.1
73852	YP_009701854.1	105	2HZE_A
107932	YP_010664184.1	105	2LTF_A
20900	YP_005098155.1	104	YP_005098155.1
91787	YP_009954880.1	104	YP_009954880.1
7923	YP_001285513.1	104	YP_001285513.1
68298	YP_009601636.1	104	YP_009601636.1
18423	YP_004421807.1	104	YP_004421807.1
91863	YP_009958206.1	104	YP_009958206.1
56297	YP_009279832.1	104	YP_009279832.1
55214	YP_009273683.1	104	YP_009273683.1
44890	YP_009150930.1	104	YP_009150930.1
55255	YP_009274017.1	104	YP_009274017.1
79122	YP_009808587.1	104	YP_009808587.1
93263	YP_010037889.1	104	tr_A0A1L4BLY9_A0A1L4BLY9_9CAUD
76327	YP_009794817.1	104	YP_009794817.1
11111	YP_001686873.1	103	YP_001686873.1
81470	YP_009818457.1	103	YP_009818457.1
30420	YP_008051877.1	103	YP_008051877.1
95007	YP_010071114.1	103	YP_010071114.1
892	7ELH_e	103	7ELH_e
52151	YP_009220128.1	103	YP_009220128.1
105382	YP_010651107.1	103	YP_010651107.1
48021	YP_009188001.1	103	YP_009188001.1
3947	NP_150565.1	103	4U4I_A
117956	YP_803210.1	103	YP_803210.1
91547	YP_009950171.1	103	YP_009950171.1
11563	YP_001911116.1	103	4GVE_A
134	2IEQ_A	102	2IEQ_A
97298	YP_010092455.1	102	tr_A0A1L4BLY6_A0A1L4BLY6_9CAUD
29219	YP_007675959.1	102	YP_007675959.1
70612	YP_009615338.1	102	YP_009615338.1
74398	YP_009779331.1	102	YP_009779331.1
45309	YP_009162335.1	102	6RTK_A
6123	NP_852542.1	102	NP_852542.1
77523	YP_009800259.1	102	YP_009800259.1
56966	YP_009288717.1	102	YP_009288717.1
12277	YP_002014224.1	102	YP_002014224.1
6292	NP_861832.1	102	NP_861832.1
12288	YP_002014307.1	102	YP_002014307.1
55094	YP_009273288.1	102	YP_009273288.1
16654	YP_004063714.1	102	YP_004063714.1
9650	YP_001468547.1	102	YP_001468547.1
13617	YP_002854046.1	102	YP_002854046.1
23107	YP_006907342.1	102	YP_006907342.1
94777	YP_010062070.1	102	YP_010062070.1
71703	YP_009622529.1	102	6W7T_A
13412	YP_002456117.1	102	YP_002456117.1
77554	YP_009800303.1	101	YP_009800303.1
88766	YP_009875041.1	101	YP_009875041.1
6412	NP_891718.1	101	NP_891718.1
94927	YP_010064609.1	101	YP_010064609.1
104568	YP_010644973.1	101	YP_010644973.1
34407	YP_008719823.1	101	5TX1_M
1720	NP_044958.1	101	3D8L_A
16976	YP_004300204.1	101	YP_004300204.1
13375	YP_002455827.1	101	YP_002455827.1
68847	YP_009605629.1	101	4OK7_A
113536	YP_010749624.1	100	YP_010749624.1
71553	YP_009621325.1	100	YP_009621325.1
98344	YP_010105306.1	100	YP_010105306.1
77561	YP_009800320.1	100	YP_009800320.1
113841	YP_024864.1	100	YP_024864.1
100034	YP_010113897.1	100	YP_010113897.1
96452	YP_010086097.1	100	6I9I_C
88750	YP_009874134.1	100	YP_009874134.1
6585	NP_918995.1	100	NP_918995.1
81682	YP_009819528.1	100	YP_009819528.1
95523	YP_010081677.1	100	YP_010081677.1
48550	YP_009191435.1	100	YP_009191435.1
13619	YP_002854060.1	100	YP_002854060.1
89159	YP_009877546.1	100	tr_A0A1L4BLY3_A0A1L4BLY3_9CAUD
46500	YP_009168844.1	100	YP_009168844.1
41862	YP_009103919.1	100	YP_009103919.1
97690	YP_010096025.1	100	1Y6F_A
104167	YP_010582772.1	100	YP_010582772.1
73965	YP_009702763.1	100	YP_009702763.1
70430	YP_009614950.1	100	YP_009614950.1
48551	YP_009191443.1	100	YP_009191443.1
77527	YP_009800267.1	100	YP_009800267.1
4119	NP_203483.1	100	NP_203483.1
39695	YP_009044867.1	100	YP_009044867.1
77524	YP_009800261.1	100	YP_009800261.1
76341	YP_009795190.1	100	YP_009795190.1
44883	YP_009150902.1	99	YP_009150902.1
90162	YP_009901395.1	99	YP_009901395.1
70687	YP_009616293.1	99	YP_009616293.1
107813	YP_010662977.1	99	YP_010662977.1
110794	YP_010675740.1	99	YP_010675740.1
76098	YP_009793047.1	99	YP_009793047.1
80649	YP_009814671.1	99	YP_009814671.1
115163	YP_223937.1	99	YP_223937.1
89171	YP_009878096.1	99	YP_009878096.1
16658	YP_004063773.1	99	YP_004063773.1
75317	YP_009788524.1	99	2WNM_A
71979	YP_009623955.1	99	YP_009623955.1
52424	YP_009220816.1	99	YP_009220816.1
80651	YP_009814698.1	99	YP_009814698.1
77525	YP_009800263.1	99	4BG7_A
17004	YP_004300565.1	99	YP_004300565.1
43172	YP_009123874.1	99	YP_009123874.1
95942	YP_010083933.1	99	YP_010083933.1
89170	YP_009877976.1	98	YP_009877976.1
64833	YP_009508521.1	98	5B2C_A
107190	YP_010660346.1	98	YP_010660346.1
104633	YP_010648114.1	98	YP_010648114.1
77472	YP_009800157.1	98	YP_009800157.1
81686	YP_009819541.1	98	YP_009819541.1
1726	NP_044998.1	98	6OBK_A
2758	NP_062434.1	98	NP_062434.1
113449	YP_010746718.1	98	YP_010746718.1
113447	YP_010746434.1	98	YP_010746434.1
546	5LLJ_B	98	5LLJ_B
113359	YP_010742758.1	98	YP_010742758.1
104169	YP_010582789.1	98	YP_010582789.1
44261	YP_009146813.1	98	YP_009146813.1
16673	YP_004123736.1	98	6YBA_Q
95905	YP_010083273.1	98	YP_010083273.1
89927	YP_009885712.1	98	YP_009885712.1
36270	YP_009005543.1	98	YP_009005543.1
1719	NP_044953.1	98	NP_044953.1
88749	YP_009874100.1	98	YP_009874100.1
95950	YP_010083946.1	98	YP_010083946.1
77522	YP_009800256.1	98	YP_009800256.1
95936	YP_010083923.1	98	YP_010083923.1
88364	YP_009859480.1	98	YP_009859480.1
33737	YP_008430523.1	98	YP_008430523.1
95930	YP_010083909.1	98	YP_010083909.1
95928	YP_010083905.1	98	YP_010083905.1
95927	YP_010083904.1	98	YP_010083904.1
95269	YP_010078790.1	98	YP_010078790.1
113944	YP_025198.1	97	5MND_A
71511	YP_009621085.1	97	YP_009621085.1
96656	YP_010087468.1	97	6B43_6
110737	YP_010675541.1	97	YP_010675541.1
2766	NP_062917.1	97	1VTZ_0
93157	YP_010013588.1	97	YP_010013588.1
1722	NP_044969.1	97	NP_044969.1
86132	YP_009845748.1	97	YP_009845748.1
73964	YP_009702732.1	97	YP_009702732.1
89934	YP_009885857.1	97	YP_009885857.1
50191	YP_009207566.1	97	YP_009207566.1
18243	YP_004414811.1	97	YP_004414811.1
65371	YP_009552530.1	97	6B43_0
14264	YP_003345495.1	97	YP_003345495.1
12137	YP_001994633.1	97	YP_001994633.1
106978	YP_010659307.1	97	YP_010659307.1
98155	YP_010104029.1	97	YP_010104029.1
89182	YP_009878668.1	97	YP_009878668.1
113492	YP_010748909.1	97	YP_010748909.1
53195	YP_009223504.1	97	YP_009223504.1
88757	YP_009874405.1	97	YP_009874405.1
2485	NP_050149.1	97	NP_050149.1
22944	YP_006906292.1	96	YP_006906292.1
90860	YP_009905368.1	96	YP_009905368.1
12965	YP_002284405.1	96	YP_002284405.1
38197	YP_009016428.1	96	YP_009016428.1
55082	YP_009273270.1	96	YP_009273270.1
19078	YP_004894150.1	96	6NYR_A
17504	YP_004306582.1	96	YP_004306582.1
10660	YP_001504183.1	96	YP_001504183.1
92658	YP_009998580.1	96	YP_009998580.1
100037	YP_010113920.1	96	YP_010113920.1
14918	YP_003517810.1	96	YP_003517810.1
72914	YP_009639968.1	96	1CJD_A
97700	YP_010096313.1	96	YP_010096313.1
95010	YP_010071161.1	96	YP_010071161.1
27172	YP_007238118.1	95	YP_007238118.1
95926	YP_010083861.1	95	YP_010083861.1
45767	YP_009165203.1	95	YP_009165203.1
50047	YP_009205573.1	95	YP_009205573.1
101138	YP_010302813.1	95	1Q0S_A
6886	NP_954622.1	95	NP_954622.1
1898	NP_046778.1	95	tr_A0A1L4BLZ2_A0A1L4BLZ2_9CAUD
54771	YP_009259537.1	95	5GJ4_A
81845	YP_009819979.1	95	6IAC_G
97621	YP_010095137.1	95	3SHS_A
75337	YP_009788683.1	95	YP_009788683.1
78504	YP_009805122.1	95	YP_009805122.1
36275	YP_009005761.1	95	YP_009005761.1
104079	YP_010582118.1	95	YP_010582118.1
3549	NP_116504.1	95	NP_116504.1
112993	YP_010738530.1	95	YP_010738530.1
93090	YP_010013369.1	95	YP_010013369.1
98097	YP_010102706.1	95	YP_010102706.1
58110	YP_009303069.1	94	YP_009303069.1
47208	YP_009174479.1	94	YP_009174479.1
75664	YP_009790805.1	94	YP_009790805.1
40300	YP_009054936.1	94	4BOM_A
2446	NP_049829.1	94	NP_049829.1
841	6YFH_AA	94	6YFH_AA
7928	YP_001285577.1	94	YP_001285577.1
108528	YP_010667147.1	94	1ZS4_A
105047	YP_010649286.1	94	YP_010649286.1
15039	YP_003734170.1	94	YP_003734170.1
32304	YP_008239641.1	93	YP_008239641.1
113435	YP_010746139.1	93	YP_010746139.1
27238	YP_007348409.1	93	YP_007348409.1
111649	YP_010678830.1	93	YP_010678830.1
20208	YP_004956856.1	93	YP_004956856.1
91553	YP_009950196.1	93	YP_009950196.1
75457	YP_009789438.1	93	YP_009789438.1
24905	YP_007004325.1	93	5VGT_A
82963	YP_009829906.1	93	YP_009829906.1
36666	YP_009007652.1	93	YP_009007652.1
78926	YP_009807814.1	92	YP_009807814.1
5690	NP_817948.1	92	NP_817948.1
59964	YP_009333555.1	92	8B3J_B
1906	NP_046858.1	92	NP_046858.1
1723	NP_044971.1	92	NP_044971.1
45316	YP_009162354.1	92	YP_009162354.1
1195	NP_038301.1	92	NP_038301.1
96141	YP_010084499.1	92	YP_010084499.1
26635	YP_007112696.1	92	YP_007112696.1
11372	YP_001718718.1	92	tr_A0A1L4BM04_A0A1L4BM04_9CAUD
14221	YP_003344868.1	92	YP_003344868.1
91823	YP_009957364.1	92	YP_009957364.1
117749	YP_762580.1	92	YP_762580.1
30287	YP_008004486.1	92	1AV6_A
107213	YP_010660399.1	91	YP_010660399.1
43952	YP_009143039.1	91	YP_009143039.1
49429	YP_009200154.1	91	YP_009200154.1
92848	YP_010000251.1	91	YP_010000251.1
22928	YP_006906260.1	91	YP_006906260.1
100036	YP_010113918.1	91	7QG9_G
93348	YP_010049692.1	91	YP_010049692.1
11436	YP_001836929.1	91	YP_001836929.1
2484	NP_050147.1	91	NP_050147.1
3205	NP_076740.1	91	NP_076740.1
73369	YP_009665190.1	91	7EEI_A
47144	YP_009174321.1	90	YP_009174321.1
58201	YP_009303325.1	90	YP_009303325.1
44085	YP_009143267.1	90	YP_009143267.1
22968	YP_006906369.1	90	YP_006906369.1
23602	YP_006987441.1	90	YP_006987441.1
104087	YP_010582186.1	90	YP_010582186.1
89842	YP_009884977.1	90	YP_009884977.1
82967	YP_009829911.1	90	YP_009829911.1
34478	YP_008767032.1	90	YP_008767032.1
2441	NP_049715.1	90	NP_049715.1
72579	YP_009638888.1	90	YP_009638888.1
21225	YP_006201617.1	90	YP_006201617.1
91891	YP_009960675.1	90	YP_009960675.1
845	6YFO_AA	90	6YFO_AA
846	6YFP_AA	90	6YFP_AA
66031	YP_009593522.1	90	YP_009593522.1
838	6YFE_AA	90	6YFE_AA
7929	YP_001285579.1	90	YP_001285579.1
837	6YFD_AA	90	6YFD_AA
116920	YP_529870.1	90	YP_529870.1
48209	YP_009188837.1	90	YP_009188837.1
116358	YP_358767.1	90	YP_358767.1
6661	NP_938321.1	89	2J87_A
76325	YP_009794814.1	89	YP_009794814.1
22343	YP_006546280.1	89	7M5I_A
100690	YP_010278471.1	89	YP_010278471.1
35118	YP_008858934.1	89	YP_008858934.1
2622	NP_054149.1	89	NP_054149.1
98916	YP_010107623.1	89	YP_010107623.1
60496	YP_009337843.1	89	YP_009337843.1
113231	YP_010740401.1	89	YP_010740401.1
33589	YP_008409052.1	88	YP_008409052.1
61949	YP_009362075.1	88	7A56_A
39704	YP_009045052.1	88	YP_009045052.1
59412	YP_009329125.1	88	YP_009329125.1
68153	YP_009600954.1	88	YP_009600954.1
67367	YP_009598510.1	88	YP_009598510.1
4055	NP_203406.1	88	7X77_A
78424	YP_009804593.1	88	YP_009804593.1
38598	YP_009021661.1	88	YP_009021661.1
85155	YP_009841913.1	88	YP_009841913.1
1236	NP_039608.1	88	1AIH_A
116359	YP_358768.1	88	YP_358768.1
14202	YP_003344808.1	88	YP_003344808.1
45318	YP_009162359.1	88	1ADU_A
105821	YP_010654615.1	88	YP_010654615.1
47829	YP_009182240.1	87	YP_009182240.1
64986	YP_009513098.1	87	YP_009513098.1
68574	YP_009604039.1	87	YP_009604039.1
6833	NP_944996.1	87	NP_944996.1
41031	YP_009099526.1	87	4CSH_A
112858	YP_010731540.1	87	YP_010731540.1
68453	YP_009603243.1	87	YP_009603243.1
35930	YP_009004162.1	87	YP_009004162.1
78099	YP_009802454.1	87	2NW0_A
97534	YP_010094101.1	87	YP_010094101.1
92153	YP_009977554.1	87	YP_009977554.1
17502	YP_004306561.1	87	YP_004306561.1
28624	YP_007673682.1	87	YP_007673682.1
62313	YP_009388633.1	87	YP_009388633.1
97304	YP_010092466.1	87	tr_A0A1L4BLY1_A0A1L4BLY1_9CAUD
78663	YP_009806796.1	87	YP_009806796.1
38913	YP_009032622.1	86	3ZIF_R
4900	NP_663261.1	86	NP_663261.1
28793	YP_007674314.1	86	YP_007674314.1
55264	YP_009274040.1	86	YP_009274040.1
96564	YP_010086877.1	86	6VVG_B
113940	YP_025188.1	86	YP_025188.1
67276	YP_009597378.1	86	YP_009597378.1
80553	YP_009814206.1	86	YP_009814206.1
13621	YP_002854087.1	86	YP_002854087.1
113961	YP_025255.1	86	YP_025255.1
92384	YP_009997097.1	86	6XGP_A
95013	YP_010072075.1	86	YP_010072075.1
21887	YP_006383485.1	86	YP_006383485.1
7401	YP_001039827.1	86	3QR7_A
80012	YP_009811774.1	86	YP_009811774.1
89593	YP_009883848.1	86	YP_009883848.1
97855	YP_010097946.1	86	YP_010097946.1
2692	NP_059180.1	86	NP_059180.1
16364	YP_004009840.1	86	YP_004009840.1
2447	NP_049849.3	86	1LN0_B
88762	YP_009874851.1	86	YP_009874851.1
117497	YP_667887.1	86	YP_667887.1
1856	NP_046686.1	86	NP_046686.1
59745	YP_009330193.1	86	YP_009330193.1
68481	YP_009603384.1	85	YP_009603384.1
14025	YP_003097333.1	85	YP_003097333.1
13613	YP_002853979.1	85	YP_002853979.1
97305	YP_010092516.1	85	YP_010092516.1
100753	YP_010297742.1	85	8BFL_A
17435	YP_004306160.1	85	5H0O_A
10842	YP_001552361.1	85	YP_001552361.1
22363	YP_006546303.1	85	YP_006546303.1
36749	YP_009008366.1	85	tr_A0A1L4BLY0_A0A1L4BLY0_9CAUD
16663	YP_004063952.1	85	YP_004063952.1
95023	YP_010075266.1	85	YP_010075266.1
46497	YP_009168781.1	85	YP_009168781.1
32303	YP_008239616.1	85	YP_008239616.1
57794	YP_009302417.1	85	YP_009302417.1
34955	YP_008856937.1	85	YP_008856937.1
91546	YP_009950165.1	85	YP_009950165.1
104632	YP_010648083.1	85	YP_010648083.1
52228	YP_009220303.1	85	YP_009220303.1
14707	YP_003359063.1	85	YP_003359063.1
49967	YP_009204211.1	85	YP_009204211.1
50960	YP_009213597.1	85	YP_009213597.1
801	6U5O_P	85	6U5O_P
29540	YP_007677189.1	85	YP_007677189.1
103332	YP_010359162.1	85	1U3E_M
79001	YP_009807990.1	85	YP_009807990.1
94998	YP_010068504.1	85	YP_010068504.1
117953	YP_802966.1	85	YP_802966.1
38763	YP_009030633.1	85	YP_009030633.1
22671	YP_006561132.1	84	YP_006561132.1
95021	YP_010073917.1	84	YP_010073917.1
88202	YP_009857324.1	84	YP_009857324.1
101346	YP_010317926.1	84	3BGW_A
49807	YP_009202159.1	84	YP_009202159.1
44006	YP_009143125.1	84	YP_009143125.1
39660	YP_009044648.1	84	YP_009044648.1
29006	YP_007675180.1	84	YP_007675180.1
46318	YP_009167907.1	84	YP_009167907.1
94945	YP_010064722.1	84	YP_010064722.1
75977	YP_009792637.1	84	YP_009792637.1
93586	YP_010051483.1	84	YP_010051483.1
48199	YP_009188812.1	84	YP_009188812.1
97164	YP_010091125.1	84	YP_010091125.1
55946	YP_009277042.1	84	YP_009277042.1
34886	YP_008853842.1	84	YP_008853842.1
72192	YP_009624513.1	84	YP_009624513.1
12197	YP_002003579.1	84	YP_002003579.1
71475	YP_009620960.1	84	YP_009620960.1
107889	YP_010663984.1	84	tr_A0A1L4BLZ1_A0A1L4BLZ1_9CAUD
83444	YP_009832121.1	84	YP_009832121.1
104584	YP_010645790.1	84	YP_010645790.1
47865	YP_009186771.1	84	YP_009186771.1
49929	YP_009203679.1	84	YP_009203679.1
93920	YP_010054731.1	84	YP_010054731.1
65317	YP_009552208.1	83	YP_009552208.1
97709	YP_010096840.1	83	YP_010096840.1
83614	YP_009833110.1	83	YP_009833110.1
107031	YP_010659733.1	83	YP_010659733.1
339	3WX4_A	83	3WX4_A
53179	YP_009223380.1	83	YP_009223380.1
43608	YP_009133249.1	83	YP_009133249.1
54117	YP_009230007.1	83	YP_009230007.1
194	2W5E_A	83	2W5E_A
47843	YP_009182286.1	83	YP_009182286.1
39562	YP_009043757.1	83	YP_009043757.1
104594	YP_010646290.1	83	YP_010646290.1
100400	YP_010115339.1	83	YP_010115339.1
46010	YP_009165680.1	83	YP_009165680.1
32025	YP_008126662.1	83	YP_008126662.1
1920	NP_047150.1	83	NP_047150.1
39483	YP_009042790.1	83	YP_009042790.1
75952	YP_009792413.1	83	2Y7C_D
7841	YP_001256962.1	83	YP_001256962.1
26429	YP_007016455.1	83	6NHJ_J
